PostNumber,DiseaseId,DiseaseName,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName
2413,,,,,C0394664,Acupuncture procedure,,,,
2413,,,,,,,,,C0230347,Left upper arm structure
2414,C0019112,Hemorrhoids,,,,,,,,
2414,,,,,C1293134,Enlargement procedure,,,,
2415,C0019112,Hemorrhoids,,,,,,,,
2415,,,C0009806,Constipation,,,,,,
2415,,,C0015230,Exanthema,,,,,,
2415,,,C0085624,Burning sensation,,,,,,
2415,,,C0030193,Pain,,,,,,
2415,,,,,C0184958,Toilet procedure,,,,
2415,,,,,,,,,C1278927,Entire anus
2416,C0019112,Hemorrhoids,,,,,,,,
2416,,,C0085624,Burning sensation,,,,,,
2416,,,,,C0195117,Operation on vagina,,,,
2417,C0019112,Hemorrhoids,,,,,,,,
2417,,,,,C0176867,Reduction of hemorrhoids,,,,
2417,,,,,C0184661,Interventional procedure,,,,
2417,,,,,C0204558,Group reassurance,,,,
2417,,,,,C0441610,Reduction - action,,,,
2417,,,,,,,,,C0003461,Anus
2417,,,,,,,,,C1281591,Entire face
2418,C0019112,Hemorrhoids,,,,,,,,
2418,,,,,C0597815,crystal healing,,,,
2418,,,,,C0152277,Incision and drainage,,,,
2418,,,,,C0280599,altretamine/etoposide/methotrexate protocol,,,,
2419,C0019112,Hemorrhoids,,,,,,,,
2420,C0019112,Hemorrhoids,,,,,,,,
2420,,,C0231218,Malaise,,,,,,
2420,,,C0015672,Fatigue,,,,,,
2420,,,C3714552,Weakness,,,,,,
2420,,,C0030193,Pain,,,,,,
2420,,,,,,,,,C0034896,Rectum
2421,C0033377,Ptosis,,,,,,,,
2422,C0019112,Hemorrhoids,,,,,,,,
2422,,,C0030193,Pain,,,,,,
2422,,,,,C0019108,Hemorrhoidectomy,,,,
2422,,,,,C0184661,Interventional procedure,,,,
2422,,,,,C0152054,Therapeutic tactile stimulation,,,,
2423,C0019112,Hemorrhoids,,,,,,,,
2423,,,C0009806,Constipation,,,,,,
2423,,,C0030193,Pain,,,,,,
2423,,,,,C0176866,Hemorrhoid operation,,,,
2423,,,,,C0184958,Toilet procedure,,,,
2424,C0265034,Internal hemorrhoids,,,,,,,,
2424,,,C0030193,Pain,,,,,,
2425,C0019112,Hemorrhoids,,,,,,,,
2426,C0019112,Hemorrhoids,,,,,,,,
2426,,,,,C0184933,Scraping,,,,
2426,,,,,,,,,C0003461,Anus
2426,,,,,,,,,C0009368,Colon structure (body structure)
2426,,,,,,,,,C2986716,Quarter of the Udder
2427,C0019112,Hemorrhoids,,,,,,,,
2428,C0265040,External hemorrhoids (disorder),,,,,,,,
2428,,,C0541887,discomfort rectal,,,,,,
2428,,,,,C0152054,Therapeutic tactile stimulation,,,,
2428,,,,,,,,,C0003461,Anus
2428,,,,,,,,,C1281584,Entire finger
2429,C0019112,Hemorrhoids,,,,,,,,
2429,,,C0033774,Pruritus,,,,,,
2429,,,C0234233,Sore to touch,,,,,,
2429,,,,,C0074125,bleomycin/doxorubicin/lomustine/streptozocin protocol,,,,
2429,,,,,C0600080,Stretching exercises,,,,
2429,,,,,,,,,C0003461,Anus
2430,C0019112,Hemorrhoids,,,,,,,,
2430,,,C0033774,Pruritus,,,,,,
2431,C0019112,Hemorrhoids,,,,,,,,
2431,,,,,C0184661,Interventional procedure,,,,
2432,C0019112,Hemorrhoids,,,,,,,,
2432,,,C0271188,Visual halos (disorder),,,,,,
2432,,,,,C0185014,Banding procedure,,,,
2433,C0019112,Hemorrhoids,,,,,,,,
2433,,,C0030193,Pain,,,,,,
2434,C0009450,Communicable Diseases,,,,,,,,
2434,,,C0030193,Pain,,,,,,
2434,,,,,C0188725,Hammer toe operation,,,,
2434,,,,,C0728940,Excision,,,,
2434,,,,,C2028381,hammertoe Surgery,,,,
2434,,,,,,,,,C1281589,Entire toe
2434,,,,,,,,,C1281587,Entire foot
2435,C0019112,Hemorrhoids,,,,,,,,
2435,,,C0497406,Overweight,,,,,,
2438,C0265040,External hemorrhoids (disorder),,,,,,,,
2438,,,C0030193,Pain,,,,,,
2438,,,C0455270,Sharp pain,,,,,,
2438,,,,,C0023087,Laser Surgery,,,,
2438,,,,,C0184958,Toilet procedure,,,,
2457,C3542022,SHORT STATURE| ONYCHODYSPLASIA| FACIAL DYSMORPHISM| AND HYPOTRICHOSIS SYNDROME,,,,,,,,
2457,,,,,C0439631,Primary operation,,,,
2457,,,,,,,,,C1279998,Entire right foot
2457,,,,,,,,,C0223976,Entire first metatarsal
2457,,,,,,,,,C0262950,Skeletal bone
2463,C0011119,Decompression Sickness,,,,,,,,
2463,,,,,,,,,C0030797,Pelvis
2463,,,,,,,,,C1281587,Entire foot
2463,,,,,,,,,C0016504,Foot
2466,C0149756,Fasciitis| Plantar,,,,,,,,
2466,,,C0030193,Pain,,,,,,
2466,,,C0455270,Sharp pain,,,,,,
2466,,,C0231780,Heel pain,,,,,,
2466,,,C0234233,Sore to touch,,,,,,
2466,,,,,C0152277,Incision and drainage,,,,
2466,,,,,,,,,C0262950,Skeletal bone
2466,,,,,,,,,C0016504,Foot
2467,C0342895,Fish-Eye Disease,,,,,,,,
2467,,,C0030193,Pain,,,,,,
2467,,,,,C1293131,Fusion procedure,,,,
2467,,,,,,,,,C0018534,Hallux structure
2467,,,,,,,,,C0230425,Structure of right thigh
2467,,,,,,,,,C1281587,Entire foot
2467,,,,,,,,,C0262950,Skeletal bone
2468,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,,
2468,,,,,C0152060,Transection (procedure),,,,
2468,,,,,C0038280,Sterilization for infection control,,,,
2468,,,,,,,,,C1268194,Nail part
2468,,,,,,,,,C0040357,Toes
2468,,,,,,,,,C0027342,Nail plate
2468,,,,,,,,,C0222007,Structure of nail of toe
2468,,,,,,,,,C1281591,Entire face
2469,C0016436,Folliculitis,,,,,,,,
2470,C0016436,Folliculitis,,,,,,,,
2470,,,C0015230,Exanthema,,,,,,
2470,,,,,C0087111,Therapeutic procedure,,,,
2471,C0011119,Decompression Sickness,,,,,,,,
2471,,,,,C0185027,Imbrication (procedure),,,,
2471,,,,,,,,,C0018534,Hallux structure
2471,,,,,,,,,C0040357,Toes
2471,,,,,,,,,C0001074,Structure of achilles tendon
2471,,,,,,,,,C1281589,Entire toe
2471,,,,,,,,,C1261103,Fifth toe structure
2471,,,,,,,,,C1281587,Entire foot
2471,,,,,,,,,C0039508,Tendon structure
2472,C0016436,Folliculitis,,,,,,,,
2472,,,,,C0184661,Interventional procedure,,,,
2472,,,,,C0038280,Sterilization for infection control,,,,
2472,,,,,C2003844,Shampooing (action),,,,
2472,,,,,,,,,C1278997,Entire scalp
2472,,,,,,,,,C1281590,Entire head
2472,,,,,,,,,C1269612,Entire upper arm
2472,,,,,,,,,C0018494,Hair
2472,,,,,,,,,C1281591,Entire face
2473,C0033771,Prurigo,,,,,,,,
2473,,,C0036572,Seizures,,,,,,
2473,,,C0033774,Pruritus,,,,,,
2473,,,,,,,,,C0230348,Both upper arms
2474,C0016436,Folliculitis,,,,,,,,
2474,,,C0700590,Increased sweating,,,,,,
2474,,,,,,,,,C1281590,Entire head
2474,,,,,,,,,C1318154,Root body part
2475,C0016436,Folliculitis,,,,,,,,
2475,,,C0015230,Exanthema,,,,,,
2475,,,C0030193,Pain,,,,,,
2475,,,,,,,,,C1278920,Entire stomach
2475,,,,,,,,,C0018494,Hair
2477,C0016436,Folliculitis,,,,,,,,
2477,,,,,,,,,C1278997,Entire scalp
2478,C0342895,Fish-Eye Disease,,,,,,,,
2478,,,,,C0087111,Therapeutic procedure,,,,
2479,C0242301,furuncle,,,,,,,,
2479,,,C0030193,Pain,,,,,,
2479,,,,,,,,,C0227952,Foreskin of penis
2485,C0020615,Hypoglycemia,,,,,,,,
2485,,,C0231218,Malaise,,,,,,
2485,,,C0151786,Muscle Weakness,,,,,,
2485,,,,,C0003611,Appendectomy,,,,
2487,C0033581,prostatitis,,,,,,,,
2487,,,C0030193,Pain,,,,,,
2487,,,,,C0021485,Injection of therapeutic agent,,,,
2487,,,,,C0441610,Reduction - action,,,,
2487,,,,,C1522704,Exercise Pain Management,,,,
2487,,,,,,,,,C0019552,Hip structure
2487,,,,,,,,,C1995013,Set of muscles
2489,C0751249,Chronic Insomnia,,,,,,,,
2491,C0038826,Superinfection,,,,,,,,
2491,,,,,C1369038,Distraction therapy,,,,
2491,,,,,,,,,C0582802,Digit structure
2491,,,,,,,,,C1275670,Collateral branch of vessel
2492,C0699744,Infection of ear,,,,,,,,
2493,C0039503,Tendinitis,,,,,,,,
2495,C0009450,Communicable Diseases,,,,,,,,
2495,,,C0085631,Agitation,,,,,,
2495,,,C0015672,Fatigue,,,,,,
2495,,,,,,,,,C0015392,Eye
2495,,,,,,,,,C0023884,Liver
2496,C3887938,COLORBLINDNESS| PARTIAL| DEUTAN SERIES,,,,,,,,
2501,C0042029,Urinary tract infection,,,,,,,,
2501,,,,,,,,,C0019552,Hip structure
2503,C1868649,PANIC DISORDER 1,,,,,,,,
2503,,,,,C0339897,Transjugular intrahepatic portosystemic shunt procedure,,,,
2503,,,,,C0557061,Discussion (procedure),,,,
2503,,,,,,,C1125978,Fluoxetine 40 MG,,
2507,C0272285,Heparin-induced thrombocytopenia,,,,,,,,
2507,,,C0003862,Arthralgia,,,,,,
2507,,,C0007859,Neck Pain,,,,,,
2507,,,C0023222,Pain in lower limb,,,,,,
2507,,,C0231528,Myalgia,,,,,,
2507,,,C0018681,Headache,,,,,,
2507,,,C0040822,Tremor,,,,,,
2507,,,C0026821,Muscle Cramp,,,,,,
2507,,,C0030193,Pain,,,,,,
2509,C0376356,Premenstrual Tension,,,,,,,,
2509,,,C0087169,Withdrawal Symptoms,,,,,,
2509,,,C0085635,Photopsia,,,,,,
2509,,,C0018681,Headache,,,,,,
2509,,,,,C0679614,cold turkey,,,,
2509,,,,,,,,,C0006104,Brain
2513,C3280240,MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME,,,,,,,,
2515,C3280240,MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME,,,,,,,,
2515,,,C0221423,Illness (finding),,,,,,
2515,,,C0042571,Vertigo,,,,,,
2523,C0149931,Migraine Disorders,,,,,,,,
2523,,,C0221423,Illness (finding),,,,,,
2523,,,C0011991,Diarrhea,,,,,,
2523,,,C2957106,headache severe,,,,,,
2523,,,C0235309,Upset stomach,,,,,,
2523,,,C0027497,Nausea,,,,,,
2523,,,C0037317,Sleep disturbances,,,,,,
2523,,,C0231528,Myalgia,,,,,,
2523,,,C0030193,Pain,,,,,,
2523,,,C0917801,Sleeplessness,,,,,,
2523,,,,,C0087111,Therapeutic procedure,,,,
2523,,,,,C0679614,cold turkey,,,,
2523,,,,,,,,,C1184743,bony process
2526,C0021400,Influenza,,,,,,,,
2526,,,C0231617,Catch - Finding of sensory dimension of pain,,,,,,
2528,C0272285,Heparin-induced thrombocytopenia,,,,,,,,
2528,,,,,,,,,C1281590,Entire head
2528,,,,,,,,,C0423866,Lanugo
2530,C2676739,Chromosome 2q32-Q33 Deletion Syndrome,,,,,,,,
2530,,,C0221100,Hangover from any Alcohol or Other Drugs substance,,,,,,
2530,,,,,,,,,C0423866,Lanugo
2533,C0272285,Heparin-induced thrombocytopenia,,,,,,,,
2536,C0162836,Hidradenitis Suppurativa,,,,,,,,
2542,C0036916,Sexually Transmitted Diseases,,,,,,,,
2542,,,,,C3814046,PAD Regimen,,,,
2542,,,,,C0152054,Therapeutic tactile stimulation,,,,
2542,,,,,,,,,C1278985,Entire vagina
2542,,,,,,,,,C0227759,Labium
2543,C0016436,Folliculitis,,,,,,,,
2543,,,C0030193,Pain,,,,,,
2543,,,C0677500,Stinging Sensation,,,,,,
2543,,,,,C3814046,PAD Regimen,,,,
2543,,,,,C0013103,Drainage procedure,,,,
2543,,,,,C0522772,Shaving - surgical procedure,,,,
2543,,,,,,,,,C1281590,Entire head
2543,,,,,,,,,C0227759,Labium
2544,C0242301,furuncle,,,,,,,,
2545,C0016436,Folliculitis,,,,,,,,
2545,,,C0015230,Exanthema,,,,,,
2545,,,C3714552,Weakness,,,,,,
2545,,,,,C0751363,natural remedies,,,,
2545,,,,,C2003844,Shampooing (action),,,,
2545,,,,,,,C0974143,Aloe vera gel,,
2545,,,,,,,,,C1281590,Entire head
2545,,,,,,,,,C1281591,Entire face
2546,C0016436,Folliculitis,,,,,,,,
2547,C0016436,Folliculitis,,,,,,,,
2547,,,C0030193,Pain,,,,,,
2548,C0016436,Folliculitis,,,,,,,,
2549,C0406099,Scalp folliculitis,,,,,,,,
2549,,,C0033774,Pruritus,,,,,,
2549,,,,,C0087111,Therapeutic procedure,,,,
2549,,,,,,,,,C0036270,Scalp structure
2550,C0016436,Folliculitis,,,,,,,,
2550,,,C0221423,Illness (finding),,,,,,
2550,,,C1442877,Sore skin,,,,,,
2550,,,C0085624,Burning sensation,,,,,,
2550,,,,,C0152054,Therapeutic tactile stimulation,,,,
2550,,,,,C0150141,Bathing,,,,
2551,C0009450,Communicable Diseases,,,,,,,,
2551,,,,,C0522772,Shaving - surgical procedure,,,,
2551,,,,,C0087111,Therapeutic procedure,,,,
2552,C0016436,Folliculitis,,,,,,,,
2552,,,C0221423,Illness (finding),,,,,,
2553,C0016436,Folliculitis,,,,,,,,
2553,,,,,C2003844,Shampooing (action),,,,
2553,,,,,,,,,C1281590,Entire head
2553,,,,,,,,,C1281591,Entire face
2553,,,,,,,,,C0423866,Lanugo
2553,,,,,,,,,C0036270,Scalp structure
2554,C0016436,Folliculitis,,,,,,,,
2554,,,,,,,,,C0230420,Both lower extremities
2554,,,,,,,,,C0017420,Genitalia
2555,C0016436,Folliculitis,,,,,,,,
2555,,,,,C0301571,Liquid diet,,,,
2555,,,,,C2003844,Shampooing (action),,,,
2555,,,,,,,,,C0040357,Toes
2555,,,,,,,,,C1318154,Root body part
2555,,,,,,,,,C0699819,Gut
2555,,,,,,,,,C0036270,Scalp structure
2556,C0016436,Folliculitis,,,,,,,,
2556,,,,,,,,,C0229298,Right ear structure
2557,C0016436,Folliculitis,,,,,,,,
2557,,,,,C0522772,Shaving - surgical procedure,,,,
2557,,,,,,,C0718788,Baby Oil| topical oil,,
2557,,,,,,,,,C1281586,Entire thigh
2559,C0011119,Decompression Sickness,,,,,,,,
2559,,,,,,,,,C0022742,Knee
2561,C0016436,Folliculitis,,,,,,,,
2561,,,,,C1519433,Special Diet Therapy,,,,
2562,C3280240,MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME,,,,,,,,
2562,,,,,,,,,C1281590,Entire head
2562,,,,,,,,,C1281591,Entire face
2568,C0041912,Upper Respiratory Infections,,,,,,,,
2568,,,C0231218,Malaise,,,,,,
2568,,,C0030193,Pain,,,,,,
2568,,,,,C0852741,Bunion surgeries,,,,
2568,,,,,C1533685,Injection procedure,,,,
2568,,,,,C1293131,Fusion procedure,,,,
2568,,,,,C0004910,Bed rest,,,,
2568,,,,,,,,,C0018534,Hallux structure
2568,,,,,,,,,C0040357,Toes
2568,,,,,,,,,C1281589,Entire toe
2568,,,,,,,,,C1281587,Entire foot
2568,,,,,,,,,C0262950,Skeletal bone
2569,C0917811,Nerve Entrapment,,,,,,,,
2569,,,,,,,,,C1279998,Entire right foot
2569,,,,,,,,,C1261103,Fifth toe structure
2578,C0272285,Heparin-induced thrombocytopenia,,,,,,,,
2578,,,C0234229,Deep pain,,,,,,
2578,,,C0085624,Burning sensation,,,,,,
2578,,,C0234230,Pain| Burning,,,,,,
2578,,,C0278139,Moderate pain,,,,,,
2578,,,C0030193,Pain,,,,,,
2578,,,,,C0451615,Pain relief,,,,
2578,,,,,,,,,C0018534,Hallux structure
2578,,,,,,,,,C1281587,Entire foot
2581,C3539909,Allergic disposition,,,,,,,,
2581,,,C0085624,Burning sensation,,,,,,
2581,,,C0234230,Pain| Burning,,,,,,
2581,,,C0030193,Pain,,,,,,
2581,,,,,C0087111,Therapeutic procedure,,,,
2581,,,,,,,,,C0016504,Foot
2584,C0009450,Communicable Diseases,,,,,,,,
2584,,,,,C0728940,Excision,,,,
2584,,,,,C0185131,Operation on bone,,,,
2584,,,,,,,,,C0040357,Toes
2584,,,,,,,,,C1261103,Fifth toe structure
2584,,,,,,,,,C0584876,Bone structure of phalanx of foot
2584,,,,,,,,,C0262950,Skeletal bone
2587,C0272285,Heparin-induced thrombocytopenia,,,,,,,,
2587,,,C0234238,Ache,,,,,,
2587,,,C0030193,Pain,,,,,,
2587,,,,,,,,,C0230461,Structure of left foot
2590,C0011119,Decompression Sickness,,,,,,,,
2590,,,C0231218,Malaise,,,,,,
2590,,,C0030193,Pain,,,,,,
2590,,,,,,,,,C0230398,Fourth finger
2590,,,,,,,,,C0018563,Hand
2593,C0016053,Fibromyalgia,,,,,,,,
2593,,,,,,,,,C0040357,Toes
2596,C0442874,Neuropathy,,,,,,,,
2596,,,C0036572,Seizures,,,,,,
2596,,,C0087169,Withdrawal Symptoms,,,,,,
2596,,,,,C0679614,cold turkey,,,,
2596,,,,,,,,,C1280541,Entire nerve
2596,,,,,,,,,C1281591,Entire face
2596,,,,,,,,,C0687080,Paw
2597,C3280240,MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME,,,,,,,,
2597,,,C0030193,Pain,,,,,,
2597,,,,,,,,,C0006104,Brain
2597,,,,,,,,,C0687080,Paw
2600,C0235394,Wasting,,,,,,,,
2600,,,C0030193,Pain,,,,,,
2600,,,,,,,C1251700,Fentanyl Transdermal Patch,,
2610,C0016053,Fibromyalgia,,,,,,,,
2610,,,C0085636,Photophobia,,,,,,
2610,,,,,C0152054,Therapeutic tactile stimulation,,,,
2610,,,,,C0279848,cisplatin/etoposide/mitoxantrone/tamoxifen protocol,,,,
2610,,,,,C0152277,Incision and drainage,,,,
2610,,,,,C0557061,Discussion (procedure),,,,
2610,,,,,,,,,C1280202,Entire eye
2610,,,,,,,,,C0015392,Eye
2611,C0016053,Fibromyalgia,,,,,,,,
2611,,,C0024902,Mastodynia,,,,,,
2612,C0016053,Fibromyalgia,,,,,,,,
2612,,,C0036396,Sciatica,,,,,,
2612,,,C0030193,Pain,,,,,,
2612,,,C0040822,Tremor,,,,,,
2612,,,,,,,,,C1288948,Entire right hand
2613,C0016053,Fibromyalgia,,,,,,,,
2613,,,C0036572,Seizures,,,,,,
2613,,,C0557875,Tired,,,,,,
2613,,,C0231218,Malaise,,,,,,
2613,,,C0392674,Exhaustion,,,,,,
2613,,,,,,,,,C0006104,Brain
2614,C0016053,Fibromyalgia,,,,,,,,
2614,,,C0085624,Burning sensation,,,,,,
2615,C0016053,Fibromyalgia,,,,,,,,
2615,,,C0016512,Foot pain,,,,,,
2615,,,C0231655,Scapulalgia,,,,,,
2615,,,C0741585,BODY ACHE,,,,,,
2615,,,C0015672,Fatigue,,,,,,
2615,,,C0030193,Pain,,,,,,
2615,,,C0004604,Back Pain,,,,,,
2615,,,C0392674,Exhaustion,,,,,,
2615,,,C0024031,Low Back Pain,,,,,,
2615,,,C0009806,Constipation,,,,,,
2615,,,C3640015,Hurting Pain,,,,,,
2615,,,C1291077,Abdominal bloating,,,,,,
2615,,,C0476288,Digestive symptom,,,,,,
2615,,,C0238741,Upper back pain,,,,,,
2615,,,C0234233,Sore to touch,,,,,,
2615,,,,,C1519433,Special Diet Therapy,,,,
2615,,,,,C1522704,Exercise Pain Management,,,,
2615,,,,,,,,,C1278920,Entire stomach
2615,,,,,,,,,C0036277,Bone structure of scapula
2615,,,,,,,,,C0018563,Hand
2615,,,,,,,,,C0022742,Knee
2615,,,,,,,,,C0019552,Hip structure
2615,,,,,,,,,C0037949,Vertebral column
2615,,,,,,,,,C1281592,Entire neck
2615,,,,,,,,,C0230462,Structure of dorsum of foot
2615,,,,,,,,,C1269078,Entire upper limb
2616,C0016053,Fibromyalgia,,,,,,,,
2616,,,,,C0040461,Toothbrushing,,,,
2616,,,,,,,,,C0040426,Tooth structure
2616,,,,,,,,,C0521421,Entire ear
2616,,,,,,,,,C1269078,Entire upper limb
2617,C0796085,Nance-Horan syndrome,,,,,,,,
2617,,,C0030193,Pain,,,,,,
2617,,,,,C0152060,Transection (procedure),,,,
2617,,,,,C0087111,Therapeutic procedure,,,,
2617,,,,,,,,,C1281591,Entire face
2618,C0016053,Fibromyalgia,,,,,,,,
2618,,,C0015672,Fatigue,,,,,,
2618,,,C0231528,Myalgia,,,,,,
2618,,,C0150055,Chronic pain,,,,,,
2618,,,C0005904,Body Temperature Changes,,,,,,
2618,,,C0917801,Sleeplessness,,,,,,
2619,C0016053,Fibromyalgia,,,,,,,,
2619,,,C0278146,Shooting pain,,,,,,
2619,,,C0278145,Stabbing pain,,,,,,
2619,,,C0008031,Chest Pain,,,,,,
2619,,,C0234238,Ache,,,,,,
2619,,,C0011991,Diarrhea,,,,,,
2619,,,C0557875,Tired,,,,,,
2619,,,C0009806,Constipation,,,,,,
2619,,,C0033774,Pruritus,,,,,,
2619,,,C0013456,Earache,,,,,,
2619,,,C0030193,Pain,,,,,,
2619,,,C0344375,Stomach cramps (finding),,,,,,
2619,,,C0392674,Exhaustion,,,,,,
2619,,,,,C0152054,Therapeutic tactile stimulation,,,,
2619,,,,,,,,,C0035561,Bone structure of rib
2619,,,,,,,,,C1269612,Entire upper arm
2619,,,,,,,,,C0018563,Hand
2619,,,,,,,,,C0031354,Pharyngeal structure
2619,,,,,,,,,C0222234,Skin of finger
2619,,,,,,,,,C0521421,Entire ear
2619,,,,,,,,,C0028429,Nose
2619,,,,,,,,,C0016504,Foot
2620,C0016053,Fibromyalgia,,,,,,,,
2620,,,C0018681,Headache,,,,,,
2620,,,C0004604,Back Pain,,,,,,
2620,,,C0030193,Pain,,,,,,
2620,,,C0751372,Nerve Pain,,,,,,
2620,,,C0392674,Exhaustion,,,,,,
2620,,,,,,,,,C0022742,Knee
2621,C0016053,Fibromyalgia,,,,,,,,
2621,,,C0848241,weight problem,,,,,,
2621,,,C0008031,Chest Pain,,,,,,
2621,,,C0011991,Diarrhea,,,,,,
2621,,,C0850630,tingling in fingers,,,,,,
2621,,,C0012833,Dizziness,,,,,,
2621,,,C3714552,Weakness,,,,,,
2621,,,C0030193,Pain,,,,,,
2621,,,C1446787,Cramping sensation quality,,,,,,
2621,,,C0344375,Stomach cramps (finding),,,,,,
2621,,,C0234233,Sore to touch,,,,,,
2621,,,,,,,,,C0040357,Toes
2621,,,,,,,,,C1269612,Entire upper arm
2621,,,,,,,,,C0018563,Hand
2621,,,,,,,,,C0229962,Body part
2621,,,,,,,,,C1281592,Entire neck
2622,C0016053,Fibromyalgia,,,,,,,,
2622,,,C0231218,Malaise,,,,,,
2622,,,C0034642,Rales,,,,,,
2622,,,,,,,,,C1281592,Entire neck
2623,C0016053,Fibromyalgia,,,,,,,,
2624,C0016053,Fibromyalgia,,,,,,,,
2624,,,C0023222,Pain in lower limb,,,,,,
2624,,,C0015230,Exanthema,,,,,,
2624,,,C0858666,stomach dull pain of,,,,,,
2624,,,C0018681,Headache,,,,,,
2624,,,C0030193,Pain,,,,,,
2624,,,C0039591,Pain in testicle,,,,,,
2624,,,C0234233,Sore to touch,,,,,,
2624,,,,,,,,,C1281590,Entire head
2624,,,,,,,,,C0030797,Pelvis
2624,,,,,,,,,C0018787,Heart
2624,,,,,,,,,C1269612,Entire upper arm
2624,,,,,,,,,C1281589,Entire toe
2624,,,,,,,,,C1268255,Entire right upper arm
2624,,,,,,,,,C1281594,Entire abdomen
2624,,,,,,,,,C0022359,Jaw
2624,,,,,,,,,C1281592,Entire neck
2624,,,,,,,,,C1268088,Lower body structure
2625,C0001125,Acidosis| Lactic,,,,,,,,
2625,,,C0003862,Arthralgia,,,,,,
2625,,,C0015672,Fatigue,,,,,,
2625,,,C0085624,Burning sensation,,,,,,
2625,,,C0234230,Pain| Burning,,,,,,
2625,,,C0239377,Arm Pain,,,,,,
2625,,,,,C0040461,Toothbrushing,,,,
2625,,,,,C0004836,Baths| Finnish,,,,
2625,,,,,,,,,C1269612,Entire upper arm
2625,,,,,,,,,C0040426,Tooth structure
2625,,,,,,,,,C0006104,Brain
2625,,,,,,,,,C0229962,Body part
2626,C0016053,Fibromyalgia,,,,,,,,
2626,,,C0278146,Shooting pain,,,,,,
2626,,,C0231218,Malaise,,,,,,
2626,,,C0848283,rundown,,,,,,
2626,,,,,,,,,C1305417,Entire elbow region
2626,,,,,,,,,C1279035,Entire chest wall
2626,,,,,,,,,C1268087,Upper body structure
2626,,,,,,,,,C0262950,Skeletal bone
2627,C0032533,Polymyalgia Rheumatica,,,,,,,,
2627,,,C0231749,Knee pain,,,,,,
2627,,,C0839480,Pain in limb| lower leg,,,,,,
2627,,,C0150055,Chronic pain,,,,,,
2627,,,C0030193,Pain,,,,,,
2627,,,,,,,,,C1279605,Entire right lower leg
2628,C0016053,Fibromyalgia,,,,,,,,
2628,,,C0030193,Pain,,,,,,
2628,,,,,,,,,C0018563,Hand
2629,C0016053,Fibromyalgia,,,,,,,,
2629,,,C0439814,Prickling sensation,,,,,,
2629,,,C0033774,Pruritus,,,,,,
2629,,,C0030193,Pain,,,,,,
2630,C0016053,Fibromyalgia,,,,,,,,
2630,,,C0423571,Abnormal sensation,,,,,,
2630,,,C0030193,Pain,,,,,,
2631,C0016053,Fibromyalgia,,,,,,,,
2631,,,C0030193,Pain,,,,,,
2632,C0016053,Fibromyalgia,,,,,,,,
2632,,,C0030193,Pain,,,,,,
2633,C0041582,Ulcer,,,,,,,,
2633,,,C0004604,Back Pain,,,,,,
2633,,,,,C0152277,Incision and drainage,,,,
2634,C0016053,Fibromyalgia,,,,,,,,
2634,,,C0221423,Illness (finding),,,,,,
2634,,,C0030193,Pain,,,,,,
2634,,,,,C0152060,Transection (procedure),,,,
2634,,,,,C3687832,DRUGS,,,,
2634,,,,,,,,,C1281590,Entire head
2635,C0016053,Fibromyalgia,,,,,,,,
2635,,,C0239833,Hand pain,,,,,,
2635,,,C0018681,Headache,,,,,,
2635,,,C0030193,Pain,,,,,,
2635,,,,,C1513378,Modest-Temperature Hyperthermia,,,,
2635,,,,,,,,,C0022742,Knee
2636,C0016053,Fibromyalgia,,,,,,,,
2636,,,C0234238,Ache,,,,,,
2636,,,C0221170,Muscular stiffness,,,,,,
2636,,,C0030193,Pain,,,,,,
2636,,,,,C0152054,Therapeutic tactile stimulation,,,,
2636,,,,,,,,,C1281583,Entire hand
2637,C0016053,Fibromyalgia,,,,,,,,
2637,,,C0015230,Exanthema,,,,,,
2637,,,C0030193,Pain,,,,,,
2637,,,,,C0024875,Massage,,,,
2637,,,,,,,,,C1281594,Entire abdomen
2637,,,,,,,,,C0041638,Umbilicus (Anatomy)
2638,C0016053,Fibromyalgia,,,,,,,,
2638,,,C0030193,Pain,,,,,,
2638,,,,,C1522704,Exercise Pain Management,,,,
2639,C0016053,Fibromyalgia,,,,,,,,
2639,,,C0231749,Knee pain,,,,,,
2640,C0016053,Fibromyalgia,,,,,,,,
2640,,,,,C0451615,Pain relief,,,,
2641,C0016053,Fibromyalgia,,,,,,,,
2641,,,C0040460,Toothache,,,,,,
2641,,,C0030193,Pain,,,,,,
2643,C0016053,Fibromyalgia,,,,,,,,
2646,C2676739,Chromosome 2q32-Q33 Deletion Syndrome,,,,,,,,
2646,,,C0557875,Tired,,,,,,
2646,,,C0030193,Pain,,,,,,
2646,,,C0683369,Clouded consciousness,,,,,,
2646,,,,,C0949766,Physical therapy,,,,
2646,,,,,C0024875,Massage,,,,
2646,,,,,,,,,C0040067,Thumb structure
2646,,,,,,,,,C1288948,Entire right hand
2646,,,,,,,,,C1280541,Entire nerve
2646,,,,,,,,,C1281584,Entire finger
2646,,,,,,,,,C1281583,Entire hand
2646,,,,,,,,,C0039508,Tendon structure
